증상,병명
"자존감이 낮으며 거절에 대한 지나친 경계심을 갖고 있다. 이들은 타인이 자기를 거부할지 모른다는 생각에 집착하여 타인이 자기를 어떻게 평가하느냐에 마음을 쓴다. 타인이 자기를 싫어하는 눈치가 조금이라도 보이면 실망하고 모욕감을 느껴 사회 참여나 대인관계 형성의 기회를 놓친다. 대인관계 형성의 어려움 때문에 괴로워하기도 하고 자존심을 상하기도 쉽다. 혹은 다른 사람들로부터 떨어져 나와 은둔적인 생활을 해 버린다. 우울증, 불안장애, 타인에 대한 분노 등이 함께 나타날 수 있다. 직업적인 영역에서는 대인관계가 요구되는 직업에 종사하기 어렵고, 수동적인 분야에서 일한다. 면담 시의 특징적인 모습은 환자가 면담자와 이야기하는 것에 불안을 느낀다는 점이다. 또 암시나 지적에 취약해서, 명확화나 해석을 비판으로 오인할 수 있다. 아래의 DSM-Ⅳ-TR 진단기준은 자세한 임상양상을 제시하고 있다.",회피성성격장애
"말 그대로 어딘가 찔리거나 맞을 때 생기는 통증 자극이 없어지게 된다. 신경 자극은 대개 비슷한 경로로 가기 때문에, 통각 상실과 함께 촉각, 온도감각이 같이 상실되는 경우가 많다.",통각상실증(무통증)
"특징적인 증상은 손목 통증과 함께, 정중신경의 지배부위인 엄지, 검지 및 중지 및 손바닥 부위의 저림 증상이 밤에 심해지는 것입니다. 이러한 유발 증상이 있으면 수근관 증후군일 가능성이 더욱 높아집니다. 간혹 정중신경의 압박이 심한 경우 저림 및 감각 저하를 넘어 엄지 근육의 쇠약 및 위축이 나타나기도 합니다.증상은 통증과 감각이상 및 운동장애로 나누어 볼 수 있습니다. 엄지, 검지, 중지, 손바닥 부위에서 저리고 타는 듯한 통증과 손 저림, 이상 감각을 호소합니다. 통증 및 이상 감각의 성격은 불확실하고 모호한 경우도 있습니다. 1~2분 동안 손목을 굽히고 있을 때 해당 부위에 저림이 유발되기도 하고, 손목을 두드릴 때 동일한 증상이 유발되기도 합니다. 심한 경우 잠자는 도중에도 손이 타는 듯한 통증을 느껴서 잠에서 깨고 난 후 손목을 터는 것과 같이 손과 손목을 움직이는 동작을 계속하면 통증이 가라앉는 경우도 있습니다 (야간 통곡).질병이 어느 정도 진행되면, 엄지 쪽에 감각이 떨어져 엄지 근육의 위약(쇠약) 및 위축이 나타나기도 하며, 손의 힘이 약해지고 손목을 잘 못쓰는 것과 같은 운동 마비 증세가 발생하기도 합니다. 손가락 및 손바닥이 부은 것 같은 부종감을 호소하나 일반적으로 실제적으로 부어있지는 않습니다. 찬물에 손을 넣거나 날씨가 추우면 손끝이 유난히 시리고 저린 증상도 흔히 관찰됩니다. 


수근관 증후군에서 감각저하와 통증의 분포",수근관증후군
"가와사키병은 전형적인 임상 증상이 나타나는 경우가 많으나, 비전형적으로 이러한 특징적인 증상이 모두 나타나지 않는 경우도 흔하다. 전형적인 증상은 38.5℃ 이상의 고열, 사지말단의 부종, 피부의 다양한 모양의 발진, 양측 안구 결막의 충혈, 입술의 홍조 및 균열, 딸기 모양의 혀, 구강 점막의 발적, 비화농성 경부 임파절 종창, BCG 접종 부위의 발적이 있다. 발열은 대개 항생제에 반응이 없으며, 열은 치료하지 않으면 대개 1~2주 이상 지속되고, 어떤 경우에는 3~4주 동안 열이 있기도 한다.초기에는 심하게 보채며, 경우에 따라 설사, 복통, 두통, 소화장애, 기침 등을 보인다. 이 때 심장의 침범으로 심근염, 경한 심낭 삼출증, 판막 역류 등이 흔하게 관찰된다. 이러한 급성기를 1~2주 겪은 후 아급성기에 접어들면서 열을 비롯한 급성기 증상들은 거의 사라진다. 아급성기는 특징적으로 손가락, 발가락 끝, 항문 주위의 막양 낙설(desquamation)을 보이고, 혈소판의 수가 증가하며, 관상 동맥이 늘어나 (관상동맥류) 이로 인한 급사의 위험이 가장 높은 시기이다. 거대 관상 동맥류는 파열, 협착, 혈전 형성 폐쇄에 의한 심근 경색의 위험이 있는 합병증이다. 회복기는 이러한 모든 임상 증상이 사라지기 시작하는 시기이며, 혈액검사가 정상화된다.",가와사키병
"쥐(Cramp)는 근육이 수축하는 느낌과 함께 갑작스러운 통증으로 나타나며, 많은 경우에 하지, 그 중에서도 종아리에 나타나게 된다. 경우에 따라서는 근육의 수축으로 인해 해당 부위가 단단한 종괴로 만져지기도 한다.",쥐(Cramp)
"감염증에 따른 증상은 서서히 진행되는 경향이 있다. 척추 자체나 주변 조직의 염증 및 괴사(세포나 조직의 일부가 죽음)로 인해 감염 부위의 부분적 통증이 나타나고, 발열, 권태감, 체중감소 등의 신체 전반에 걸친 증상이 동반된다. 증상이 진행되면서 척수 신경 압박에 의하여 해당 부위 아래쪽의 근육의 힘이 약해지고 감각이 저하되며, 저림, 방사통(신경 조직을 따라 사방으로 퍼지는 통증)이 나타날 수 있다.",척추결핵
"비감염성 척수염인 특발횡단척수염의 경우 증상 발현 후 4시간에서 21일 사이에 증상이 최고조에 도달하는 임상적 경과를 보이게 되고, 반면에 사람T세포림프친화바이러스 유형1(type1)과 유형2(type2) 등과 같은 경우 좀 더 서서히 진행하는 과정을 거친다. 이와 같이 임상 양상은 원인 질환에 따라 일부 서서히 진행하기도 하고, 수 시간에서 수일에 걸쳐 비교적 급격하게 진행하는 등의 차이를 보일 수 있으나, 대부분 척수염은 빠르게 진행하는 근력 약화, 감각 이상, 건반사 항진, 배변 및 배뇨 장애 등의 조합으로 나타나게 된다.척수염은 기본적으로 병변이 위치하는 척수 분절의 위치에 따라 몸의 높이를 나눌 때 어느 일정 높이 이하로 감각의 변화가 생기는 ‘분명한 감각 수준’을 보이는 것이 특징이다. 환자는 배꼽 아래로 감각이 저하되었다고 호소하기도 하고, 가슴 아래로 저리거나 통증이 발생한다고 호소하기도 한다. 감각 이상은 침범 부위에 따라 온도 감각이나 통증 감각뿐 아니라 진동 감각이나 위치 감각에 변화가 있을 수 있고, 병소가 경추(목뼈) 등 좀 더 높은 부위에 위치할 경우 고개를 숙일 때 찌릿하다고 느끼는 러미트 징후(Lermitte sign)를 호소하기도 한다. 또한 감각 증상 외에도 병변 위치에 따라 팔 혹은 다리, 때론 팔과 다리 모두에 위약이 발생할 수 있으며, 자세의 불안정과 보행 장애가 동반될 수 있다. 그 외 배변 및 배뇨의 장애가 발생하여 요실금, 반사신경탓방광(reflex neurogenic bladder), 변비, 변실금 등이 흔히 동반되며, 자율기능장애와 관련하여 혈압조절 기능 소실이나 발한 장애가 발생하기도 한다. 이러한 증상은 양측성으로 발생할 수 있으나, 반드시 대칭적으로 발생하지는 않는다.",척수염
"혈전증이 발생한 장기의 위치 및 발생한 혈관의 종류에 따라 매우 다양한 증상이 발생할 수 있다. 동맥에 혈전증이 발생한 경우 신체 조직에 혈액이 제대로 공급되지 못하여 말초 혈류가 부족할 때 발생할 수 있는 허혈 증상이 주를 이루고, 정맥에 혈전증이 발생한 경우 혈액이 말초에까지는 도달하였으나 심장으로 되돌아오지 못하여 발생할 수 있는 울혈 혹은 충혈 증상이 주를 이룬다.1) 동맥 혈전증- 급성 심근 경색증: 가슴 통증, 호흡 곤란, 의식 소실 등- 뇌졸중: 두통, 의식 소실, 운동 이상, 감각 이상, 성격 변화, 시력 저하, 간질 발작 등- 폐 혈전증: 호흡 곤란, 가슴 통증, 의식 소실 등- 급성 말초 동맥 폐쇄증: 팔 혹은 다리의 통증, 창백해짐, 차가워짐 등2) 정맥 혈전증- 심부정맥 혈전증: 다리가 붓는 증상, 다리 통증 등- 간문맥 혈전증: 복수, 전신이 붓는 증상 등- 급성 신장정맥 폐쇄증: 혈뇨, 단백뇨, 소변량 감소 등- 뇌 정맥동 혈전증: 두통, 의식 소실, 운동 이상, 감각 이상, 성격 변화, 시력 저하, 간질 발작 등- 중심 망막정맥 폐쇄: 시력 저하",혈전증
"간부전은 간염과 간경변증이 혼재되면서 나타나는데 다양한 증상으로 발현한다. 눈의 흰자위와 피부가 노란색 혹은 검녹색으로 변하는 황달, 복수가 차서 생기는 복부 팽만, 식도정맥류나 위정맥류 등에서의 출혈, 간성혼수 등으로 나타난다. 이와 함께 극심한 피로나 전신 근육통 등을 호소하기도 한다. 급성 간부전은 황달 등의 첫 증상이 나타난 이후 4주 이내에 간성혼수가 생기고, 간의 단백질 합성 능력이 떨어진다. 만성 간부전은 만성 간질환에 의하여 간경변증이 발생하고, 이에 따라 서서히 간기능 악화가 진행한다.",간부전
"복부비만 자체에 의한 증상은 거의 없지만, 다양한 합병증으로 인해서 여러 가지 증상이 나타날수 있다. 대표적으로 역류성 식도염이 생기면 신물이 올라오는 증상 등을 호소할 수 있으며, 복부비만으로 인해서 무릎 관절염이 생긴다면 무릎 통증이 생길수 있을 것이다.",복부비만
"죽상동맥경화로 결국 혈관이 좁아지거나 막히게 되면 그 혈관이 담당하는 말초로의 혈액순환에 장애가 생기므로, 좁아진 혈관에 따라 증상이 다르게 나타나게 된다.죽상동맥경화는 주로 심장에 혈액을 공급하는 관상동맥(심장혈관), 뇌에 혈액을 공급하는 뇌동맥과 경동맥(목의 혈관), 신장의 신동맥 및 말초혈관을 침범하고, 이로 인해 협심증, 심근경색(일명 심장마비) 등의 허혈성 심장질환, 뇌경색과 뇌출혈 등의 뇌졸중(일명 중풍), 신장의 기능이 저하되는 신부전 및 허혈성 사지 질환이 나타나게 된다.1) 협심증(angina pectoris)은 죽상동맥경화 및 혈전에 의해 관상동맥의 내부 지름이 좁아져 심장근육으로의 혈류 공급에 장애가 생기는 경우를 말한다. 관상동맥이 좁아져 있기는 하지만 협심증 환자도 휴식 중에는 어느 정도 심장근육에 혈액 공급이 이루어질 수 있다. 그러나 운동을 하거나 힘든 일을 하는 경우, 또는 정신적으로 심한 스트레스를 받을 경우에는 심장이 더 많은 일을 해야 하므로 필요한 혈액(영양분과 산소)의 양이 증가하게 된다.협심증 환자의 경우 관상동맥이 좁아져 있으므로 이러한 상황에서 혈액 공급을 증가시키는 데 한계가 있고, 따라서 상대적으로 심장으로 가는 혈액량이 심장이 필요로 하는 양보다 부족한 상태가 되어 가슴에 통증을 느끼게 된다. 이때 휴식을 취하면 심장이 요구하는 혈액량이 감소하게 되므로 증상이 사라진다.2) 심근경색증(myocardial infarction)은 보통 죽상동맥경화로 인해 협착이 일어난 관상동맥에 갑자기 혈전이 생기면서 심장근육으로 가는 혈류가 완전히 차단되어 발생하게 된다. 이 경우에는 휴식을 취하더라도 가슴 통증이 사라지지 않는다. 심장근육에 혈액이 30분 이상 공급되지 못하면 해당 부위의 심장근육 세포가 죽게 되고, 그 부위는 기능이 사라지므로 심장의 펌프 기능이 감소하여 심부전(심장 기능 저하 상태)으로 진행될 수 있다. 급사 또는 심장 돌연사란 말 그대로 증상이 나타난 지 1시간 이내에 사망하는 경우를 말한다.3) 말초혈관폐쇄성 질환: 말초혈관은 대동맥, 대정맥에서 갈라지는 동맥과 정맥, 그리고 림프관을 말한다. 주로 죽상동맥경화로 인해 혈관이 협착되어 해당 혈관으로부터 혈류를 공급받는 장기의 기능에 손상이 생기고, 절단 및 사망에 이를 수 있다. 말초혈관 폐쇄는 하지동맥(다리동맥)에 생기는 경우가 가장 흔하다. 하지동맥 폐쇄성 질환은 종종 디스크(추간판 탈출증)에 의한 증상과 감별이 어려울 수 있지만, 두 경우에서 나타나는 증상의 차이는 다음과 같다.[하지동맥 폐쇄성 질환과 디스크(추간판 탈출증)의 증상의 차이]1) 증상 유발: 하지동맥 폐쇄는 걸을 때 증상이 유발되며, 디스크는 걸을 때뿐만 아니라 장시간 서 있을 때에도 증상이 유발된다.2) 통증 양상: 하지동맥 폐쇄에서는 통증이 터지는 듯한 느낌 또는 조이는 느낌으로 나타나지만, 디스크에서는 찌릿하거나 저린 느낌의 통증이 나타난다.3) 양측성: 하지동맥 폐쇄는 증상이 좌우 양측에 나타나는 경우가 간혹 있지만, 디스크는 대부분의 경우 양측성으로 나타난다.4) 증상 유발 거리: 하지동맥 폐쇄에서는 증상 유발 거리가 대개 일정하지만, 디스크에서는 가변적이다.5) 하지 맥박: 하지동맥 폐쇄에서는 하지 맥박이 감소하지만, 디스크에서는 정상이다.6) 증상 완화: 하지동맥 폐쇄는 보행을 하지 않을 때 증상이 완화되고, 디스크는 앉거나 몸을 앞으로 기울였을 때 증상이 완화되는 특징이 있다.  


불안정한 경화반 파열로 혈전이 형성된 동맥



죽상경화가 발생한 혈관의 단면도



죽상경화가 발생한 혈관의 단면도",죽상동맥경화증
